X;X1;X2;X3;X4;X4;X5;X6;X7;X8;X9;Y
34;92;1;92;-8364;-4068;-14096;5412;-9408;-13712;200;Angry
34;92;1;92;-8304;-4112;-14240;5424;-9576;-13536;200;Angry
34;92;1;92;-8376;-4084;-14124;5460;-9636;-13280;200;Angry
34;92;-1;92;-8304;-4024;-14104;-1;-1;-1;200;Angry
-1;-1;1;92;-1;-1;-1;5284;-9584;-13632;200;Angry
34;92;1;92;-8512;-4212;-14112;5372;-9620;-13512;200;Angry
34;92;1;92;-8412;-4228;-13968;5660;-9700;-13260;200;Angry
34;92;1;92;-8400;-4200;-13424;4988;-9772;-13712;200;Angry
-1;-1;-1;92;-1;-1;-1;-1;-1;-1;200;Sad
34;92;1;92;-8608;-3836;-13876;5832;-9564;-13152;250;Sad
34;92;1;92;-8500;-3860;-14116;5880;-9644;-13396;250;Sad
34;92;1;92;-7080;-3708;-14628;5244;-9480;-13748;250;Sad
34;92;1;92;-8428;-4096;-13976;5348;-9604;-13924;250;Sad
34;92;1;92;-8392;-4104;-14196;5412;-9468;-13636;250;Sad
34;92;1;92;-8364;-4112;-14224;5308;-9484;-13648;250;Fear
34;92;1;92;-8548;-3876;-14020;5716;-9364;-12968;250;Fear
-1;-1;1;92;-1;-1;-1;5692;-9980;-13188;250;Fear
34;92;1;92;-1;-1;-1;5940;-9464;-13424;250;Fear
-1;-1;-1;92;-1;-1;-1;-1;-1;-1;250;Fear
34;92;1;92;-8288;-4004;-14156;5984;-9412;-13368;250;Fear
34;92;1;92;-8556;-3808;-14200;5912;-9576;-13372;250;Fear
-1;-1;1;92;-1;-1;-1;5784;-9900;-11980;250;Fear
34;92;1;92;-8408;-3648;-14172;5772;-9564;-13404;250;Fear
34;92;-1;92;-8596;-3900;-14028;-1;-1;-1;250;Fear
34;92;1;92;-8324;-3800;-14124;5840;-9820;-13116;250;Fear
34;92;1;92;-8036;-3884;-14300;5300;-9684;-13764;250;Fear
34;92;1;92;-8400;-3832;-14008;5832;-9684;-13180;250;Fear
34;92;1;92;-8424;-4092;-14172;5544;-9736;-13308;250;Fear
34;92;1;92;-8508;-3928;-14172;5576;-9676;-13432;250;Fear
34;94;1;60;7948;-8564;11076;2248;-6116;-15984;100;Happy
34;94;1;60;8332;-8176;11284;2004;-6024;-16108;100;Happy
-1;-1;1;60;-1;-1;-1;2444;-6116;-16100;100;Happy
-1;-1;-1;60;-1;-1;-1;-1;-1;-1;100;Happy
34;94;1;60;8020;-8536;11292;2300;-6100;-16112;100;Happy
-1;-1;-1;60;-1;-1;-1;-1;-1;-1;100;Happy
34;94;-1;60;8348;-8452;11232;-1;-1;-1;100;Happy
34;94;1;60;8172;-8240;11432;2100;-6220;-16012;100;Happy
-1;-1;1;60;-1;-1;-1;2116;-6100;-16172;100;Happy
34;94;1;60;8032;-8404;11304;2284;-6164;-16132;100;Happy
-1;-1;-1;60;-1;-1;-1;-1;-1;-1;100;Happy
34;94;1;60;8040;-8416;11424;2184;-6076;-16288;100;Happy
-1;-1;1;80;-1;-1;-1;2168;-6108;-16152;100;Happy
34;94;1;80;8120;-8328;11540;2236;-6060;-16072;100;Happy
34;94;1;80;8188;-8396;11292;2260;-6096;-15944;100;Happy
34;94;1;80;8116;-8692;11304;2340;-6064;-16228;100;Happy
34;94;1;80;8072;-8432;11528;2412;-6188;-16164;100;Happy
-1;-1;1;80;-1;-1;-1;2380;-5988;-16292;100;Angry
34;94;-1;80;8124;-8440;11216;-1;-1;-1;100;Angry
34;94;1;80;7860;-8400;11424;2236;-6044;-16008;100;Angry
34;94;1;80;7840;-8628;11224;2452;-6044;-16036;150;Angry
34;94;1;80;7820;-8600;11448;2324;-6004;-16104;150;Angry
-1;-1;1;80;-1;-1;-1;2308;-6068;-16104;150;Angry
34;94;-1;80;8280;-9460;12236;-1;-1;-1;150;Angry
-1;-1;1;80;-1;-1;-1;2212;-5956;-16064;150;Angry
34;94;-1;80;8300;-8632;11132;-1;-1;-1;150;Angry
-1;-1;1;80;-1;-1;-1;2148;-6000;-16316;150;Angry
34;94;-1;80;8056;-8552;11352;-1;-1;-1;150;Angry
-1;-1;1;80;-1;-1;-1;2368;-5928;-16412;150;Angry
34;94;-1;80;8188;-8408;11400;-1;-1;-1;150;Angry
-1;-1;1;80;-1;-1;-1;2352;-5980;-16208;150;Angry
34;94;1;80;8272;-8256;11516;2336;-5948;-16136;150;Angry
-1;-1;1;80;-1;-1;-1;2244;-5852;-16160;150;Angry
34;94;-1;80;8132;-8412;11396;-1;-1;-1;150;Angry
34;94;1;56;8176;-8420;11336;2276;-5924;-16100;150;Angry
34;94;-1;56;8064;-8704;11484;-1;-1;-1;150;Angry
34;94;1;56;8340;-8204;11336;2324;-6000;-16064;150;Angry
34;94;1;56;8116;-8692;11392;2204;-5896;-16040;150;Sad
34;94;1;56;9624;-9064;9708;2316;-6100;-16844;150;Sad
34;94;-1;56;7884;-8484;10852;-1;-1;-1;150;Sad
34;94;1;56;7948;-8576;11360;2344;-6068;-16500;200;Sad
34;94;1;72;8248;-8712;11124;2536;-5976;-16148;200;Sad
34;94;1;72;8160;-8620;11436;2188;-5960;-16152;200;Sad
-1;-1;1;72;-1;-1;-1;2156;-6032;-16004;200;Sad
34;94;1;72;8160;-8452;11340;2256;-5992;-15964;200;Sad
-1;-1;1;72;-1;-1;-1;2236;-5844;-16388;200;Sad
34;94;1;72;7860;-8824;11388;2272;-5912;-16112;200;Sad
-1;-1;1;72;-1;-1;-1;2440;-5900;-15944;200;Sad
34;94;-1;72;7928;-8608;11336;-1;-1;-1;200;Sad
-1;-1;1;72;-1;-1;-1;2256;-6016;-16036;200;Sad
34;94;-1;72;7952;-8764;11560;-1;-1;-1;200;Sad
-1;-1;1;72;-1;-1;-1;2340;-5924;-15976;200;Sad
34;94;-1;72;7984;-8596;11472;-1;-1;-1;200;Sad
-1;-1;1;72;-1;-1;-1;2148;-6004;-16204;200;Sad
34;94;-1;72;8132;-8720;11268;-1;-1;-1;200;Sad
-1;-1;1;72;-1;-1;-1;2240;-6032;-16220;200;Sad
34;94;1;68;8220;-8508;11204;2152;-6012;-16064;200;Angry
34;94;1;68;7852;-8740;11340;2420;-5944;-16336;200;Sad
-1;-1;-1;68;-1;-1;-1;-1;-1;-1;200;Sad
34;94;-1;68;7992;-8328;11392;-1;-1;-1;200;Sad
-1;-1;1;68;-1;-1;-1;2280;-5996;-16272;250;Sad
34;94;1;68;7668;-8760;11504;2128;-6036;-15904;250;Sad
34;94;1;68;7920;-8652;11324;2368;-6008;-16228;250;Sad
-1;-1;-1;68;-1;-1;-1;-1;-1;-1;250;Sad
34;94;1;68;7820;-8536;11244;2276;-6016;-16564;250;Sad
34;93;1;68;8144;-8628;11412;2288;-5888;-16116;250;Sad
34;93;1;68;7972;-8544;11184;2268;-6096;-16168;250;Sad
34;93;-1;68;8140;-9120;11324;-1;-1;-1;250;Sad
-1;-1;1;68;-1;-1;-1;2116;-5980;-16356;250;Sad
34;93;1;68;7912;-8712;11404;2196;-5996;-15936;250;Sad
-1;-1;-1;68;-1;-1;-1;-1;-1;-1;250;Sad
34;93;1;68;8076;-8576;11428;2300;-6004;-16152;250;Sad
-1;-1;-1;68;-1;-1;-1;-1;-1;-1;250;Sad
34;93;1;68;8068;-8772;11212;2072;-6044;-16016;250;Sad
34;93;1;68;8072;-8792;11288;2300;-5968;-15936;250;Sad
34;93;1;68;7816;-8884;11320;2212;-6112;-16312;250;Sad
34;93;-1;68;8088;-8652;11428;-1;-1;-1;250;Sad
-1;-1;1;68;-1;-1;-1;2244;-6000;-16160;250;Sad
34;93;-1;68;8080;-8548;11192;-1;-1;-1;250;Sad
34;93;1;68;7892;-8892;11204;2184;-6160;-16240;250;Sad
32;79;1;76;884;-244;-17236;3428;-7032;-15460;100;Happy
32;80;1;76;928;-272;-17320;3384;-6984;-15620;100;Happy
32;80;1;76;904;-196;-17204;3456;-6956;-15592;100;Happy
32;80;1;76;892;-320;-17160;3308;-6868;-15504;100;Happy
-1;-1;1;76;-1;-1;-1;3328;-6972;-15568;100;Happy
32;80;-1;76;928;-212;-17276;-1;-1;-1;100;Happy
32;80;1;76;860;-208;-17208;3324;-6860;-15668;100;Happy
-1;-1;-1;76;-1;-1;-1;-1;-1;-1;100;Happy
32;80;1;76;932;-260;-17332;3492;-6864;-15492;100;Happy
-1;-1;-1;76;-1;-1;-1;-1;-1;-1;100;Happy
-1;-1;1;76;-1;-1;-1;3248;-6944;-15620;100;Happy
32;81;-1;76;936;-184;-17228;-1;-1;-1;100;Happy
32;81;1;76;888;-360;-17324;3320;-6844;-15680;100;Happy
-1;-1;-1;76;-1;-1;-1;-1;-1;-1;100;Happy
32;81;1;76;1016;-136;-17228;3344;-6904;-15540;100;Happy
-1;-1;1;76;-1;-1;-1;3476;-6944;-15644;100;Angry
32;81;1;84;828;-84;-17312;3396;-6896;-15564;100;Angry
32;81;1;84;816;-180;-17196;3476;-6844;-15528;100;Angry
32;81;1;84;932;-120;-17320;3524;-6904;-15588;100;Angry
32;82;1;84;856;-104;-17216;3272;-6944;-15748;100;Angry
32;82;1;84;984;-332;-17192;3440;-6900;-15616;150;Angry
32;82;1;84;984;-304;-17232;3212;-7008;-15612;150;Angry
32;82;-1;84;888;-388;-17276;-1;-1;-1;150;Angry
-1;-1;1;84;-1;-1;-1;3192;-6988;-15620;150;Angry
32;82;1;84;772;-264;-17264;3396;-6912;-15572;150;Angry
32;82;1;84;888;-148;-17260;3384;-6908;-15680;150;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;150;Angry
32;82;1;84;820;-296;-17200;3400;-6856;-15588;150;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;150;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;150;Angry
32;82;1;84;800;-284;-17204;3492;-6876;-15720;150;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;150;Angry
32;81;1;84;828;-296;-17288;3252;-6800;-15856;150;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;150;Angry
32;82;1;84;892;-316;-17200;3416;-6912;-15528;150;Angry
32;82;1;84;956;-188;-17356;3372;-6916;-15652;150;Angry
32;82;-1;84;844;-4;-17300;-1;-1;-1;150;Fear
32;82;1;84;992;-180;-17264;3316;-6948;-15628;150;Fear
32;82;1;84;868;-160;-17308;3404;-6880;-15540;150;Fear
32;82;1;84;880;-256;-17312;3368;-6924;-15596;150;Fear
32;82;1;84;832;-212;-17324;3284;-6936;-15788;200;Fear
32;82;1;84;764;-308;-17224;3424;-7008;-15648;200;Fear
32;82;1;88;816;-340;-17184;3184;-7068;-15636;200;Fear
32;82;1;88;836;-316;-17284;3216;-6880;-15768;200;Angry
32;82;1;88;952;-328;-17312;3344;-6920;-15596;200;Angry
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;200;Angry
32;82;1;88;848;-380;-17404;3212;-6836;-15660;200;Angry
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;200;Angry
32;82;1;88;804;-264;-17416;3252;-6988;-15768;200;Angry
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;200;Angry
32;82;1;88;852;-164;-17372;3276;-6920;-15496;200;Angry
32;82;-1;88;940;-368;-17408;-1;-1;-1;200;Angry
32;82;1;88;844;-324;-17344;3324;-6832;-15600;200;Angry
32;82;-1;88;876;-316;-17380;-1;-1;-1;200;Angry
32;82;1;88;828;-284;-17236;3340;-6936;-15640;200;Angry
-1;-1;1;88;-1;-1;-1;3400;-6720;-15636;200;Angry
32;83;1;88;916;-316;-17372;3452;-6832;-15696;200;Angry
32;83;1;88;880;-240;-17328;3344;-6944;-15628;200;Sad
32;83;1;88;832;-364;-17296;3408;-6724;-15604;200;Sad
32;83;1;88;844;-376;-17244;3280;-6784;-15780;200;Sad
32;83;1;88;920;-264;-17240;3448;-6776;-15624;250;Sad
32;83;1;88;848;-444;-17268;3380;-6804;-15844;250;Sad
-1;-1;1;88;-1;-1;-1;3112;-6752;-15088;250;Sad
32;83;1;88;916;-284;-17364;3368;-6896;-15472;250;Sad
-1;-1;1;88;-1;-1;-1;3360;-6800;-15620;250;Sad
32;83;-1;88;816;-380;-17384;-1;-1;-1;250;Sad
32;83;1;88;812;-228;-17256;3332;-6872;-15728;250;Sad
-1;-1;1;88;-1;-1;-1;3280;-6896;-15652;250;Sad
32;83;1;88;872;-332;-17464;3316;-6796;-15748;250;Sad
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;250;Sad
32;83;1;88;848;-240;-17188;3308;-6788;-15608;250;Sad
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;250;Sad
-1;-1;1;88;-1;-1;-1;3348;-6892;-15724;250;Sad
32;83;-1;88;808;-496;-17324;-1;-1;-1;250;Sad
32;83;1;88;896;-340;-17272;3388;-6640;-15812;250;Sad
-1;-1;1;88;-1;-1;-1;3324;-6896;-15596;250;Sad
32;83;1;88;804;-340;-17376;3188;-6912;-15668;250;Sad
32;83;-1;88;836;-164;-17176;-1;-1;-1;250;Sad
32;83;1;88;872;-204;-17352;3364;-6828;-15608;250;Sad
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;250;Sad
34;95;1;48;9600;3948;12908;1316;-9904;-14232;100;Happy
34;95;1;48;9548;3920;12640;1344;-10012;-14260;100;Happy
-1;-1;1;48;-1;-1;-1;1220;-9900;-14064;100;Happy
34;95;-1;48;9360;3296;12780;-1;-1;-1;100;Happy
-1;-1;-1;48;-1;-1;-1;-1;-1;-1;100;Happy
34;95;1;48;9436;3520;12828;1416;-9876;-14100;100;Happy
34;95;1;48;9456;3064;12668;1292;-9948;-14200;100;Happy
-1;-1;1;48;-1;-1;-1;1264;-9888;-14244;100;Happy
34;95;-1;48;9600;3544;12708;-1;-1;-1;100;Happy
-1;-1;-1;48;-1;-1;-1;-1;-1;-1;100;Happy
34;95;1;48;9412;3600;12720;1172;-9968;-14224;100;Happy
-1;-1;-1;48;-1;-1;-1;-1;-1;-1;100;Happy
34;95;1;48;9424;3428;12648;1380;-10004;-13924;100;Angry
34;95;1;52;9676;3392;12584;1352;-9776;-13984;100;Angry
34;95;1;52;9412;3344;12588;1244;-9940;-14180;100;Angry
34;95;1;52;9304;3372;12768;1428;-9816;-13832;100;Angry
34;95;1;52;9524;3580;12732;992;-10056;-14132;100;Angry
34;95;1;52;9472;3484;12792;1324;-9928;-14252;100;Angry
-1;-1;1;52;-1;-1;-1;1148;-10088;-14144;100;Angry
34;95;1;52;9264;3308;12756;1424;-9948;-14128;100;Angry
34;95;1;52;9600;3536;12728;1292;-9844;-14004;150;Angry
-1;-1;-1;52;-1;-1;-1;-1;-1;-1;150;Angry
34;95;1;52;9540;3420;12568;1160;-9972;-14300;150;Angry
-1;-1;-1;52;-1;-1;-1;-1;-1;-1;150;Angry
34;95;1;52;9532;3520;12720;1268;-9964;-14096;150;Angry
-1;-1;1;52;-1;-1;-1;1232;-9924;-13972;150;Angry
34;95;1;88;9856;3692;12700;1280;-9900;-14140;150;Angry
34;95;1;88;9280;3428;12712;1092;-9980;-14128;150;Angry
34;95;-1;88;9608;3820;12588;-1;-1;-1;150;Angry
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;150;Angry
-1;-1;1;88;-1;-1;-1;1368;-9944;-14184;150;Angry
34;95;-1;88;9760;3492;12536;-1;-1;-1;150;Angry
34;95;1;88;9472;3712;12648;1020;-10068;-14212;150;Angry
34;95;-1;88;9748;3668;12696;-1;-1;-1;150;Angry
34;95;1;88;9532;3648;12948;1192;-9960;-14064;150;Angry
-1;-1;1;88;-1;-1;-1;1256;-9936;-14192;150;Angry
34;95;1;88;9448;3488;12676;1168;-9984;-13884;150;Angry
34;95;1;88;9316;3344;12736;1164;-9832;-14180;150;Angry
34;95;1;88;9760;3612;12604;1272;-9916;-14120;150;Angry
34;95;1;88;9252;3244;12808;1228;-9900;-14060;150;Angry
34;95;1;84;9524;3280;12656;1176;-9920;-14372;200;Angry
34;95;1;84;9508;3428;12800;1148;-9940;-14340;200;Angry
-1;-1;1;84;-1;-1;-1;1276;-9940;-14368;200;Angry
34;95;-1;84;9288;3236;12640;-1;-1;-1;200;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;9308;3368;12840;1344;-10012;-14136;200;Happy
34;95;1;84;9180;3340;12724;1268;-9860;-14156;200;Happy
34;95;1;84;9232;3452;12740;1380;-9960;-14104;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;9060;3404;12780;1356;-9892;-14088;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;9880;3496;12648;1416;-9872;-13932;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;9688;3536;12700;1096;-9896;-14140;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;8980;3496;12928;1220;-9816;-14424;200;Angry
34;95;1;84;9328;3708;12700;1132;-9908;-13948;200;Angry
34;95;1;84;9352;3568;12684;1028;-9948;-14124;200;Angry
34;95;1;84;9460;3592;12676;1220;-9948;-14140;200;Angry
34;95;1;84;9100;3344;12764;1164;-9900;-14216;250;Angry
34;95;1;84;9648;3508;12780;1268;-9916;-13932;250;Angry
34;95;-1;84;9280;3664;12832;-1;-1;-1;250;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;250;Angry
34;95;-1;84;9644;3712;12676;-1;-1;-1;250;Angry
-1;-1;1;84;-1;-1;-1;1128;-9936;-14340;250;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;250;Angry
34;95;-1;84;9324;3456;12732;-1;-1;-1;250;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;250;Angry
34;95;1;84;9200;3400;12804;1132;-9912;-14168;250;Angry
34;95;-1;84;9180;3640;12836;-1;-1;-1;250;Angry
35;95;1;84;9416;3420;12700;1104;-10004;-13904;250;Angry
35;95;-1;84;9888;3800;12568;-1;-1;-1;250;Angry
-1;-1;1;84;-1;-1;-1;680;-9624;-14676;250;Angry
35;95;-1;84;9184;3628;12768;-1;-1;-1;250;Angry
-1;-1;1;84;-1;-1;-1;1140;-9924;-13932;250;Angry
34;95;1;84;9620;3844;12752;1160;-10012;-14040;250;Angry
-1;-1;1;84;-1;-1;-1;1264;-10024;-14172;250;Angry
35;95;1;84;9164;3644;12780;988;-9984;-14196;250;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;250;Angry
32;95;1;64;5728;2964;14464;2476;-6332;-15856;100;Happy
32;95;1;64;5688;2896;14748;2244;-6276;-16132;100;Happy
-1;-1;-1;64;-1;-1;-1;-1;-1;-1;100;Happy
32;95;1;64;6144;2996;14596;1880;-6236;-16436;100;Happy
32;95;1;64;5756;2752;14456;2272;-6420;-16060;100;Happy
-1;-1;-1;64;-1;-1;-1;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;1940;-6572;-16056;100;Happy
32;95;-1;64;5708;2944;14716;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;1896;-6408;-15976;100;Happy
32;95;-1;64;5572;3032;14704;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;2300;-6672;-15892;100;Happy
32;95;-1;64;5784;2844;14724;-1;-1;-1;100;Happy
32;95;1;64;5508;2788;14824;1976;-6788;-15636;100;Happy
-1;-1;1;64;-1;-1;-1;2108;-6704;-16156;100;Happy
32;95;-1;64;5864;2804;14648;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;2124;-6796;-15756;100;Angry
32;95;1;76;5776;2868;14708;2312;-6604;-16160;100;Angry
32;95;1;76;5848;2772;14804;2324;-6776;-15824;100;Angry
32;95;1;76;5812;3024;14612;2208;-6752;-15844;100;Angry
32;95;-1;76;5648;3048;14732;-1;-1;-1;100;Angry
32;95;1;76;5744;2896;14704;2364;-6712;-15520;150;Angry
32;95;1;76;6028;2840;14536;2408;-6580;-15840;150;Angry
-1;-1;1;76;-1;-1;-1;2164;-6768;-15976;150;Angry
-1;-1;1;76;-1;-1;-1;2296;-6516;-15960;150;Angry
32;95;-1;76;5792;2984;14652;-1;-1;-1;150;Angry
-1;-1;1;76;-1;-1;-1;2120;-6640;-15980;150;Angry
32;95;-1;76;5728;2888;14816;-1;-1;-1;150;Angry
-1;-1;1;76;-1;-1;-1;2180;-6652;-15752;150;Angry
32;95;1;76;5736;2860;14660;2472;-6584;-15952;150;Angry
-1;-1;1;76;-1;-1;-1;2144;-6976;-15808;150;Angry
32;95;1;76;5796;2920;14788;2420;-6880;-15832;150;Angry
32;95;1;76;5740;3004;14652;2040;-6536;-16368;150;Angry
-1;-1;1;76;-1;-1;-1;2052;-7160;-16288;150;Angry
32;95;1;76;5380;3156;14812;1968;-6680;-15968;150;Angry
-1;-1;1;76;-1;-1;-1;2300;-6680;-16032;150;Angry
32;95;-1;76;6836;2632;14892;-1;-1;-1;150;Angry
-1;-1;1;76;-1;-1;-1;1976;-6748;-15880;150;Angry
32;95;-1;64;5884;3096;14556;-1;-1;-1;150;Fear
32;95;1;64;6332;2880;14648;2136;-6528;-15836;150;Fear
32;95;1;64;5936;2836;14688;2032;-6580;-15988;150;Fear
32;95;-1;64;6148;3024;14496;-1;-1;-1;200;Fear
32;95;1;64;6280;2932;14392;2176;-6328;-16060;200;Fear
-1;-1;1;64;-1;-1;-1;2140;-6420;-16156;200;Fear
32;95;1;64;6264;3028;14612;2220;-6488;-15984;200;Fear
32;95;1;72;6452;3148;14588;2000;-6412;-15960;200;Fear
32;95;1;72;5956;2968;14496;2216;-6300;-15688;200;Fear
-1;-1;1;72;-1;-1;-1;1968;-6396;-15716;200;Fear
32;95;-1;72;5884;2800;14648;-1;-1;-1;200;Fear
-1;-1;1;72;-1;-1;-1;2400;-6376;-15636;200;Fear
32;95;-1;72;5948;2864;14548;-1;-1;-1;200;Fear
-1;-1;1;72;-1;-1;-1;2160;-6692;-15740;200;Fear
32;95;1;72;6196;2820;14300;2244;-6576;-15548;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
32;95;1;72;5284;2652;14564;2204;-6172;-15984;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
32;95;1;72;5884;3040;14504;2204;-6632;-16012;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
32;95;1;72;5812;3008;14672;2020;-6388;-15848;200;Fear
-1;-1;1;72;-1;-1;-1;1968;-6396;-15992;200;Sad
33;95;-1;80;6308;2952;14504;-1;-1;-1;250;Sad
32;95;1;80;6248;2856;14428;1980;-6660;-16056;250;Sad
32;95;1;80;5992;3060;14420;1972;-6300;-15832;250;Sad
33;95;1;80;6160;3300;14364;2008;-6568;-15860;250;Sad
33;95;1;80;6024;2976;14676;2164;-6320;-15996;250;Sad
33;95;1;80;6284;3276;14336;2128;-6596;-16076;250;Angry
33;95;1;80;5840;2756;14904;1736;-6552;-15924;250;Angry
33;95;1;80;6280;3216;14440;2416;-6528;-15864;250;Angry
33;95;-1;80;6216;3032;14492;-1;-1;-1;250;Angry
33;95;1;80;6264;3212;14116;2348;-6496;-15932;250;Angry
33;95;1;80;6428;3188;14404;1744;-6568;-16012;250;Angry
-1;-1;1;80;-1;-1;-1;2060;-6216;-16100;250;Angry
33;95;-1;80;5864;3580;14888;-1;-1;-1;250;Angry
-1;-1;1;80;-1;-1;-1;2372;-6104;-16040;250;Angry
-1;-1;-1;80;-1;-1;-1;-1;-1;-1;250;Angry
33;95;1;80;6664;3052;14372;2488;-6432;-16336;250;Angry
-1;-1;-1;80;-1;-1;-1;-1;-1;-1;250;Angry
33;95;-1;80;6084;3328;14384;-1;-1;-1;250;Angry
-1;-1;1;80;-1;-1;-1;2224;-6432;-15796;250;Angry
33;95;1;80;6372;3352;14356;2108;-6384;-15860;250;Angry
-1;-1;1;60;-1;-1;-1;1540;-8124;-15308;100;Angry
32;95;1;60;2752;4152;15336;1748;-8160;-15072;100;Angry
-1;-1;1;60;-1;-1;-1;1740;-8292;-15224;100;Angry
32;95;1;60;2484;3856;15528;1756;-8116;-15216;100;Angry
-1;-1;1;60;-1;-1;-1;1868;-8084;-15300;100;Angry
32;95;1;60;2684;3812;15388;1560;-8252;-15240;100;Angry
32;95;1;60;2780;3976;15360;1896;-8200;-14976;100;Angry
32;95;-1;60;2240;4020;15416;-1;-1;-1;100;Angry
-1;-1;1;60;-1;-1;-1;1624;-8296;-15392;100;Angry
32;95;1;60;2500;3752;15168;1600;-8216;-15256;100;Angry
32;95;1;60;2420;4156;15360;1544;-8244;-15228;100;Angry
32;95;1;60;2392;4276;15328;1580;-8348;-15276;100;Angry
32;95;1;60;2340;3996;15280;1740;-8332;-15100;100;Angry
32;95;1;60;2608;3448;15172;1540;-8280;-15116;100;Angry
-1;-1;-1;60;-1;-1;-1;-1;-1;-1;100;Angry
32;95;1;60;2456;3972;15272;1792;-8300;-15256;100;Angry
32;95;1;60;2532;4008;15196;1884;-8288;-15332;100;Angry
32;95;1;60;2368;4004;15340;1812;-8340;-15024;100;Angry
32;95;1;60;2452;3508;15208;1760;-8368;-15288;100;Angry
32;95;1;60;2376;3596;15280;1608;-8268;-15204;100;Angry
32;95;1;60;2728;3400;15372;1676;-8416;-15252;150;Angry
33;95;1;60;2776;3816;15160;1708;-8232;-15388;150;Angry
33;95;1;60;2596;3576;15288;1632;-8288;-15276;150;Angry
33;95;-1;60;2580;3632;15260;-1;-1;-1;150;Angry
33;95;1;76;2620;3232;15140;1640;-8288;-15208;150;Angry
33;95;1;76;2308;3352;15280;1772;-8172;-15156;150;Angry
33;95;1;76;2496;3644;15424;1624;-8404;-15156;150;Angry
33;95;1;76;2532;3632;15284;1724;-8188;-15140;150;Angry
-1;-1;1;76;-1;-1;-1;1872;-8332;-15052;150;Angry
-1;-1;1;76;-1;-1;-1;1768;-8296;-15112;150;Angry
33;95;-1;76;2468;3524;15252;-1;-1;-1;150;Angry
-1;-1;1;76;-1;-1;-1;1668;-8336;-15396;150;Angry
33;95;1;76;2536;3840;15196;1460;-8476;-15276;150;Angry
33;95;1;76;2288;3796;15148;1592;-8416;-15152;150;Angry
33;95;1;76;2480;3724;15312;1736;-8312;-15152;150;Angry
33;95;1;76;2520;3856;15316;1804;-8312;-15160;150;Angry
-1;-1;-1;76;-1;-1;-1;-1;-1;-1;150;Angry
33;95;1;76;2600;3664;15336;1768;-8292;-15120;150;Angry
33;95;1;76;2560;3176;15160;1576;-8264;-14848;150;Angry
33;95;-1;76;2388;3732;15528;-1;-1;-1;150;Fear
33;95;1;68;2428;3640;15232;1600;-8332;-15056;200;Fear
33;95;1;68;2280;3596;15276;1712;-8368;-15104;200;Fear
33;95;-1;68;2736;3664;15296;-1;-1;-1;200;Fear
33;95;1;68;2616;3864;15340;1632;-8352;-15252;200;Fear
33;95;-1;68;2336;3824;15296;-1;-1;-1;200;Fear
33;95;1;68;2320;3736;15228;1824;-8408;-15280;200;Happy
33;95;1;68;2384;3792;15308;1696;-8364;-15024;200;Happy
33;95;1;68;2272;4080;15216;1776;-8352;-15264;200;Happy
-1;-1;1;68;-1;-1;-1;1680;-8352;-15076;200;Happy
33;95;1;68;2428;3592;15164;1616;-8536;-15120;200;Happy
33;95;1;68;2612;3760;15420;1684;-8348;-15296;200;Happy
-1;-1;1;68;-1;-1;-1;1768;-8372;-15056;200;Happy
33;95;1;68;2564;3760;15348;1772;-8332;-15144;200;Happy
-1;-1;1;68;-1;-1;-1;1684;-8284;-15164;200;Happy
